Timestamp,Event,Details
2025-06-21 09:29:09,Internship Found,Tech - ATS: 65
2025-06-21 09:29:15,Internship Found,Web Development - ATS: 40
2025-06-21 09:29:21,Internship Found,Software Developer - ATS: 65
2025-06-21 09:29:27,Internship Found,Data Science - ATS: 45
2025-06-21 09:29:34,Internship Found,Python Development - ATS: 75
2025-06-21 09:29:40,Internship Found,Web Development - ATS: 65
2025-06-21 09:29:46,Internship Found,SQL Analyst - ATS: 65
2025-06-21 09:29:52,Internship Found,Full Stack Developer - ATS: 40
2025-06-21 09:29:58,Internship Found,Data Analytics - ATS: 40
2025-06-21 09:30:04,Internship Found,Angular Developer - ATS: 20
2025-06-21 09:30:11,Internship Found,Python Development - ATS: 65
2025-06-21 09:30:17,Internship Found,Market Research - ATS: 20
2025-06-21 09:30:23,Internship Found,STEM Trainer - ATS: 45
2025-06-21 09:30:29,Internship Found,Full Stack Development - ATS: 45
2025-06-21 09:30:35,Internship Found,Full Stack Development - ATS: 45
2025-06-21 09:30:42,Internship Found,Web Development - ATS: 40
2025-06-21 09:30:48,Internship Found,Web Developer (React) - ATS: 40
2025-06-21 09:30:55,Internship Found,Full Stack Development - ATS: 40
2025-06-21 09:31:01,Internship Found,Machine Learning - ATS: 20
2025-06-21 09:31:07,Internship Found,Email Marketing Manager - ATS: 20
2025-06-21 09:31:13,Internship Found,Backend Development - ATS: 65
2025-06-21 09:31:19,Internship Found,Industrial Automation & Robotics - ATS: 45
2025-06-21 09:31:25,Internship Found,Front End Development - ATS: 25
2025-06-21 09:31:32,Internship Found,Front End Development - ATS: 45
2025-06-21 09:31:38,Internship Found,Full Stack Development - ATS: 45
2025-06-21 09:31:44,Internship Found,ReactJS Development - ATS: 30
2025-06-21 09:31:50,Internship Found,AWS DevOps Engineer - ATS: 40
2025-06-21 09:31:56,Internship Found,Full Stack Development - ATS: 40
2025-06-21 09:32:02,Internship Found,Internet Of Things (IoT) - ATS: 20
2025-06-21 09:34:07,Scraping Started,"URL: https://internshala.com/internships/css,html,python-internship"
2025-06-21 09:34:10,Parse Error,'NoneType' object has no attribute 'text'
2025-06-21 09:36:24,Scraping Started,"URL: https://internshala.com/internships/python,html,css-internship"
2025-06-21 09:36:26,Parse Error,'NoneType' object has no attribute 'text'
2025-06-21 09:40:49,Scraping Started,"URL: https://internshala.com/internships/python,css,html-internship"
2025-06-21 09:40:56,Internship Found,WordPress Development - ATS: 45
2025-06-21 09:41:02,Internship Found,Front End Development - ATS: 45
2025-06-21 09:41:08,Internship Found,Full Stack Development - ATS: 40
2025-06-21 09:41:14,Internship Found,Laravel Framework Engineer - ATS: 20
2025-06-21 09:41:20,Internship Found,Full Stack Developer - ATS: 40
2025-06-21 09:41:27,Internship Found,WordPress Development - ATS: 45
2025-06-21 09:41:33,Internship Found,Artificial Intelligence (AI) - ATS: 40
2025-06-21 09:41:39,Internship Found,Front End Development - ATS: 40
2025-06-21 09:41:45,Internship Found,Software Development - ATS: 40
2025-06-21 09:41:51,Internship Found,WordPress Development - ATS: 45
2025-06-21 09:41:51,Parse Error,'NoneType' object has no attribute 'text'
2025-06-21 09:41:57,Internship Found,React Native - ATS: 40
2025-06-21 09:42:03,Internship Found,Full Stack Development - ATS: 65
2025-06-21 09:42:09,Internship Found,Tech - ATS: 65
2025-06-21 09:42:16,Internship Found,Web Development - ATS: 40
2025-06-21 09:42:22,Internship Found,Software Developer - ATS: 65
2025-06-21 09:42:28,Internship Found,Data Science - ATS: 40
2025-06-21 09:42:34,Internship Found,Python Development - ATS: 65
2025-06-21 09:42:40,Internship Found,Web Development - ATS: 65
2025-06-21 09:42:46,Internship Found,SQL Analyst - ATS: 65
2025-06-21 09:42:52,Internship Found,Full Stack Developer - ATS: 60
2025-06-21 09:42:58,Internship Found,Data Analytics - ATS: 25
2025-06-21 09:43:05,Internship Found,Angular Developer - ATS: 20
2025-06-21 09:43:11,Internship Found,Python Development - ATS: 65
2025-06-21 09:43:17,Internship Found,Market Research - ATS: 20
2025-06-21 09:43:23,Internship Found,STEM Trainer - ATS: 45
2025-06-21 09:43:29,Internship Found,Full Stack Development - ATS: 65
2025-06-21 09:43:35,Internship Found,Full Stack Development - ATS: 45
2025-06-21 09:43:42,Internship Found,Web Development - ATS: 40
2025-06-21 09:43:48,Internship Found,Web Developer (React) - ATS: 20
2025-06-21 09:43:54,Internship Found,Full Stack Development - ATS: 40
2025-06-21 09:44:00,Internship Found,Machine Learning - ATS: 20
2025-06-21 09:44:06,Internship Found,Email Marketing Manager - ATS: 20
2025-06-21 09:44:12,Internship Found,Backend Development - ATS: 65
2025-06-21 09:44:19,Internship Found,Industrial Automation & Robotics - ATS: 45
2025-06-21 09:44:25,Internship Found,Front End Development - ATS: 30
2025-06-21 09:44:31,Internship Found,Front End Development - ATS: 40
2025-06-21 09:44:38,Internship Found,Full Stack Development - ATS: 40
2025-06-21 09:44:44,Internship Found,ReactJS Development - ATS: 25
2025-06-21 09:44:50,Internship Found,AWS DevOps Engineer - ATS: 40
2025-06-21 09:44:56,Internship Found,Full Stack Development - ATS: 45
2025-06-21 09:48:37,Scraping Started,"URL: https://internshala.com/internships/css,html,python-internship"
2025-06-21 09:48:37,Parse Error,'NoneType' object has no attribute 'text'
2025-06-21 09:48:43,Gemini Scored,WordPress Development - ATS: 45
2025-06-21 09:48:50,Gemini Scored,Front End Development - ATS: 45
2025-06-21 09:48:56,Gemini Scored,Full Stack Development - ATS: 60
2025-06-21 09:49:02,Gemini Scored,Laravel Framework Engineer - ATS: 40
2025-06-21 09:49:08,Gemini Scored,Full Stack Developer - ATS: 40
2025-06-21 09:49:14,Gemini Scored,WordPress Development - ATS: 45
2025-06-21 09:49:20,Gemini Scored,Artificial Intelligence (AI) - ATS: 40
2025-06-21 09:49:27,Gemini Scored,Front End Development - ATS: 40
2025-06-21 09:49:33,Gemini Scored,Software Development - ATS: 40
2025-06-21 09:49:39,Gemini Scored,WordPress Development - ATS: 40
2025-06-21 09:50:49,Scraping Started,"URL: https://internshala.com/internships/python,css,html-internship"
2025-06-21 09:50:49,Parse Error,'NoneType' object has no attribute 'text'
2025-06-21 09:50:56,Gemini Scored,WordPress Development - ATS: 40
2025-06-21 09:51:02,Gemini Scored,Front End Development - ATS: 65
2025-06-21 09:51:08,Gemini Scored,Full Stack Development - ATS: 40
2025-06-21 09:51:15,Gemini Scored,Laravel Framework Engineer - ATS: 30
2025-06-21 09:51:21,Gemini Scored,Full Stack Developer - ATS: 40
2025-06-21 09:51:27,Gemini Scored,WordPress Development - ATS: 65
2025-06-21 09:51:33,Gemini Scored,Artificial Intelligence (AI) - ATS: 40
2025-06-21 09:51:39,Gemini Scored,Front End Development - ATS: 40
2025-06-21 09:51:45,Gemini Scored,Software Development - ATS: 40
2025-06-21 09:51:52,Gemini Scored,WordPress Development - ATS: 65
2025-06-21 09:53:52,Scraping Started,"URL: https://internshala.com/internships/python,css,html-internship"
2025-06-21 09:53:52,Parse Error,'NoneType' object has no attribute 'text'
2025-06-21 09:53:59,Gemini Scored,WordPress Development - ATS: 40
2025-06-21 09:54:05,Gemini Scored,Front End Development - ATS: 45
2025-06-21 09:54:13,Gemini Scored,Full Stack Development - ATS: 40
2025-06-21 09:54:19,Gemini Scored,Laravel Framework Engineer - ATS: 40
2025-06-21 09:54:25,Gemini Scored,Full Stack Developer - ATS: 40
2025-06-21 09:54:31,Gemini Scored,WordPress Development - ATS: 45
2025-06-21 09:54:37,Gemini Scored,Artificial Intelligence (AI) - ATS: 40
2025-06-21 09:54:43,Gemini Scored,Front End Development - ATS: 40
2025-06-21 09:54:49,Gemini Scored,Software Development - ATS: 30
2025-06-21 09:54:55,Gemini Scored,WordPress Development - ATS: 65
2025-06-21 09:55:55,Scraping Started,"URL: https://internshala.com/internships/css,html,python-internship"
2025-06-21 09:55:55,Parse Error,'NoneType' object has no attribute 'text'
2025-06-21 09:56:01,Gemini Scored,WordPress Development - ATS: 45
2025-06-21 09:56:07,Gemini Scored,Front End Development - ATS: 45
2025-06-21 09:56:14,Gemini Scored,Full Stack Development - ATS: 25
2025-06-21 09:56:20,Gemini Scored,Laravel Framework Engineer - ATS: 40
2025-06-21 09:56:26,Gemini Scored,Full Stack Developer - ATS: 40
2025-06-21 09:56:32,Gemini Scored,WordPress Development - ATS: 45
2025-06-21 09:56:38,Gemini Scored,Artificial Intelligence (AI) - ATS: 45
2025-06-21 09:56:44,Gemini Scored,Front End Development - ATS: 40
2025-06-21 09:56:50,Gemini Scored,Software Development - ATS: 40
2025-06-21 09:56:57,Gemini Scored,WordPress Development - ATS: 40
2025-06-21 09:57:03,Gemini Scored,React Native - ATS: 40
2025-06-21 09:57:09,Gemini Scored,Full Stack Development - ATS: 65
2025-06-21 09:57:15,Gemini Scored,Tech - ATS: 65
2025-06-21 09:57:22,Scraping Started,"URL: https://internshala.com/internships/html,python,css-internship"
2025-06-21 09:57:22,Parse Error,'NoneType' object has no attribute 'text'
2025-06-21 09:57:28,Gemini Scored,WordPress Development - ATS: 45
2025-06-21 09:57:34,Gemini Scored,Front End Development - ATS: 45
2025-06-21 09:57:41,Gemini Scored,Full Stack Development - ATS: 40
2025-06-21 09:57:47,Gemini Scored,Laravel Framework Engineer - ATS: 30
2025-06-21 09:58:13,Scraping Started,"URL: https://internshala.com/internships/css,html,python-internship"
2025-06-21 09:58:13,Parse Error,'NoneType' object has no attribute 'text'
2025-06-21 09:58:21,Gemini Scored,WordPress Development - ATS: 40
2025-06-21 09:58:27,Gemini Scored,Front End Development - ATS: 45
2025-06-21 09:58:33,Gemini Scored,Full Stack Development - ATS: 40
2025-06-21 09:58:39,Gemini Scored,Laravel Framework Engineer - ATS: 40
2025-06-21 09:58:45,Gemini Scored,Full Stack Developer - ATS: 40
2025-06-21 09:58:51,Gemini Scored,WordPress Development - ATS: 40
2025-06-21 09:58:57,Gemini Scored,Artificial Intelligence (AI) - ATS: 40
2025-06-21 09:59:04,Gemini Scored,Front End Development - ATS: 40
2025-06-21 09:59:10,Gemini Scored,Software Development - ATS: 40
2025-06-21 09:59:37,Scraping Started,"URL: https://internshala.com/internships/html,python,css-internship"
2025-06-21 09:59:37,Parse Error,'NoneType' object has no attribute 'text'
2025-06-21 09:59:44,Gemini Scored,WordPress Development - ATS: 40
2025-06-21 09:59:50,Gemini Scored,Front End Development - ATS: 40
2025-06-21 09:59:57,Gemini Scored,Full Stack Development - ATS: 40
2025-06-21 10:00:03,Gemini Scored,Laravel Framework Engineer - ATS: 40
2025-06-21 10:00:09,Gemini Scored,Full Stack Developer - ATS: 40
2025-06-21 10:00:16,Gemini Scored,WordPress Development - ATS: 60
2025-06-21 10:00:22,Gemini Scored,Artificial Intelligence (AI) - ATS: 45
2025-06-21 10:00:28,Gemini Scored,Front End Development - ATS: 40
2025-06-21 10:00:34,Gemini Scored,Software Development - ATS: 40
2025-06-21 10:01:06,Scraping Started,"URL: https://internshala.com/internships/html,python,css-internship"
2025-06-21 10:01:06,Parse Error,'NoneType' object has no attribute 'text'
2025-06-21 10:01:11,Gemini Scored,WordPress Development - ATS: 60
2025-06-21 10:01:14,Gemini Scored,Front End Development - ATS: 40
2025-06-21 10:01:17,Gemini Scored,Data Science - ATS: 20
2025-06-21 10:01:21,Gemini Scored,Full Stack Development - ATS: 40
2025-06-21 10:01:24,Gemini Scored,Laravel Framework Engineer - ATS: 40
2025-06-21 10:01:27,Gemini Scored,Full Stack Developer - ATS: 40
2025-06-21 10:01:31,Gemini Scored,WordPress Development - ATS: 45
2025-06-21 10:01:34,Gemini Scored,Artificial Intelligence (AI) - ATS: 40
2025-06-21 10:01:37,Gemini Scored,Front End Development - ATS: 45
2025-06-21 10:01:40,Gemini Scored,Software Development - ATS: 40
2025-06-21 10:01:52,Scraping Started,"URL: https://internshala.com/internships/css,python,html-internship"
2025-06-21 10:01:52,Parse Error,'NoneType' object has no attribute 'text'
2025-06-21 10:01:54,Gemini Scored,WordPress Development - ATS: 45
2025-06-21 10:01:56,Gemini Scored,Front End Development - ATS: 40
2025-06-21 10:01:59,Gemini Scored,Data Science - ATS: 20
2025-06-21 10:02:01,Gemini Scored,Full Stack Development - ATS: 20
2025-06-21 10:02:03,Gemini Scored,Laravel Framework Engineer - ATS: 40
2025-06-21 10:02:07,Gemini Scored,Full Stack Developer - ATS: 40
2025-06-21 10:02:09,Gemini Scored,WordPress Development - ATS: 45
2025-06-21 10:02:11,Gemini Scored,Artificial Intelligence (AI) - ATS: 45
2025-06-21 10:02:13,Gemini Scored,Front End Development - ATS: 40
2025-06-21 10:02:16,Gemini Scored,Software Development - ATS: 40
2025-06-21 10:04:32,Scraping Started,"URL: https://internshala.com/internships/html,css,python-internship"
2025-06-21 10:04:32,Parse Error,'NoneType' object has no attribute 'text'
2025-06-21 10:04:34,Gemini Scored,WordPress Development - ATS: 40
2025-06-21 10:04:36,Gemini Scored,Front End Development - ATS: 45
2025-06-21 10:04:38,Gemini Scored,Data Science - ATS: 20
2025-06-21 10:04:40,Gemini Scored,Full Stack Development - ATS: 40
2025-06-21 10:04:42,Gemini Scored,Laravel Framework Engineer - ATS: 40
2025-06-21 10:04:45,Gemini Scored,Full Stack Developer - ATS: 40
2025-06-21 10:04:47,Gemini Scored,WordPress Development - ATS: 45
2025-06-21 10:04:49,Gemini Scored,Artificial Intelligence (AI) - ATS: 45
2025-06-21 10:04:51,Gemini Scored,Front End Development - ATS: 40
2025-06-21 10:04:53,Gemini Scored,Software Development - ATS: 40
2025-06-21 10:08:02,Scraping Started,"URL: https://internshala.com/internships/css,python,html-internship"
2025-06-21 10:08:02,Parse Error,'NoneType' object has no attribute 'text'
2025-06-21 10:08:05,Gemini Scored,WordPress Development - ATS: 40
2025-06-21 10:08:08,Gemini Scored,Front End Development - ATS: 45
2025-06-21 10:08:10,Gemini Scored,Data Science - ATS: 20
2025-06-21 10:08:12,Gemini Scored,Full Stack Development - ATS: 20
2025-06-21 10:08:14,Gemini Scored,Laravel Framework Engineer - ATS: 40
2025-06-21 10:08:16,Gemini Scored,Full Stack Developer - ATS: 40
2025-06-21 10:08:18,Gemini Scored,WordPress Development - ATS: 45
2025-06-21 10:08:20,Gemini Scored,Artificial Intelligence (AI) - ATS: 40
2025-06-21 10:08:22,Gemini Scored,Front End Development - ATS: 40
2025-06-21 10:08:24,Gemini Scored,Software Development - ATS: 40
2025-06-21 10:12:37,Scraping Started,"URL: https://internshala.com/internships/css,html,python-internship"
2025-06-21 10:12:37,Parse Error,'NoneType' object has no attribute 'text'
2025-06-21 10:12:41,Gemini Scored,WordPress Development - ATS: 45
2025-06-21 10:12:43,Gemini Scored,Front End Development - ATS: 40
2025-06-21 10:12:45,Gemini Scored,Data Science - ATS: 20
2025-06-21 10:12:47,Gemini Scored,Full Stack Development - ATS: 40
2025-06-21 10:12:49,Gemini Scored,Laravel Framework Engineer - ATS: 40
2025-06-21 10:12:52,Gemini Scored,Full Stack Developer - ATS: 40
2025-06-21 10:12:54,Gemini Scored,WordPress Development - ATS: 45
2025-06-21 10:12:56,Gemini Scored,Artificial Intelligence (AI) - ATS: 40
2025-06-21 10:12:58,Gemini Scored,Front End Development - ATS: 40
2025-06-21 10:13:00,Gemini Scored,Software Development - ATS: 40
2025-06-21 10:27:22,Scraping Started,"URL: https://internshala.com/internships/css,html,python-internship"
2025-06-21 10:27:22,Parse Error,'NoneType' object has no attribute 'text'
2025-06-21 10:27:26,Gemini Scored,WordPress Development - ATS: 45
2025-06-21 10:27:28,Gemini Scored,Front End Development - ATS: 40
2025-06-21 10:27:30,Gemini Scored,Data Science - ATS: 20
2025-06-21 10:27:32,Gemini Scored,Full Stack Development - ATS: 40
2025-06-21 10:27:34,Gemini Scored,Laravel Framework Engineer - ATS: 30
2025-06-21 10:27:36,Gemini Scored,Full Stack Developer - ATS: 40
2025-06-21 10:27:38,Gemini Scored,Artificial Intelligence (AI) - ATS: 40
2025-06-21 10:27:40,Gemini Scored,Front End Development - ATS: 45
2025-06-21 10:27:43,Gemini Scored,Software Development - ATS: 40
2025-06-21 10:27:45,Gemini Scored,WordPress Development - ATS: 45
2025-06-21 10:29:24,Scraping Started,"URL: https://internshala.com/internships/css,python,html-internship"
2025-06-21 10:29:24,Parse Error,'NoneType' object has no attribute 'text'
2025-06-21 10:29:26,Gemini Scored,WordPress Development - ATS: 45
2025-06-21 10:29:28,Gemini Scored,Front End Development - ATS: 45
2025-06-21 10:29:30,Gemini Scored,Data Science - ATS: 20
2025-06-21 10:29:32,Gemini Scored,Full Stack Development - ATS: 40
2025-06-21 10:29:35,Gemini Scored,Laravel Framework Engineer - ATS: 40
2025-06-21 10:29:37,Gemini Scored,Full Stack Developer - ATS: 40
2025-06-21 10:29:39,Gemini Scored,Artificial Intelligence (AI) - ATS: 40
